label,data
득점,54
도움,39
슈팅,493
유효슈팅,168
블락된 슈팅,107
벗어난 슈팅,218
PA내 슈팅,254
PA외 슈팅,239
오프사이드,50
프리킥 유효슈팅,8
프리킥 크로스,8
코너킥,154
스로인,719
드리블,41
패스,"16,228"
키패스,271
수비진영 패스,"3,867"
롱패스,"1,331"
단거리패스,"8,695"
전방패스,"5,688"
중거리패스,"6,202"
횡패스,"6,401"
후방패스,"4,139"
크로스,154
공격진영 패스,"3,099"
중앙지역 패스,"9,262"
태클,267
경합(공중),568
경합(지상),238
인터셉트,424
클리어링,967
차단,696
획득,"2,734"
블락,647
볼미스,237
파울,372
피파울,354
경고,54
퇴장,1
실점,57
캐칭,43
펀칭,52
골킥,180
공중 클리어링,34
