label,data
득점,38
도움,23
슈팅,425
유효슈팅,138
블락된 슈팅,67
벗어난 슈팅,220
PA내 슈팅,243
PA외 슈팅,182
오프사이드,41
프리킥 유효슈팅,6
프리킥 크로스,10
코너킥,181
스로인,773
드리블,41
패스,"15,888"
키패스,240
수비진영 패스,"4,096"
롱패스,994
단거리패스,"9,354"
전방패스,"5,225"
중거리패스,"5,540"
횡패스,"6,625"
후방패스,"4,038"
크로스,164
공격진영 패스,"2,649"
중앙지역 패스,"9,143"
태클,271
경합(공중),675
경합(지상),294
인터셉트,389
클리어링,985
차단,710
획득,"2,947"
블락,637
볼미스,260
파울,411
피파울,353
경고,51
퇴장,3
실점,49
캐칭,43
펀칭,66
골킥,181
공중 클리어링,49
