label,data
득점,49
도움,39
슈팅,353
유효슈팅,143
블락된 슈팅,69
벗어난 슈팅,141
PA내 슈팅,226
PA외 슈팅,127
오프사이드,46
프리킥 유효슈팅,2
프리킥 크로스,11
코너킥,141
스로인,651
드리블,36
패스,"14,842"
키패스,222
수비진영 패스,"3,838"
롱패스,"1,042"
단거리패스,"7,903"
전방패스,"4,881"
중거리패스,"5,897"
횡패스,"6,306"
후방패스,"3,655"
크로스,148
공격진영 패스,"2,553"
중앙지역 패스,"8,451"
태클,249
경합(공중),520
경합(지상),259
인터셉트,320
클리어링,837
차단,547
획득,"2,368"
블락,539
볼미스,204
파울,338
피파울,339
경고,73
퇴장,1
실점,38
캐칭,40
펀칭,38
골킥,155
공중 클리어링,52
