label,data
득점,50
도움,27
슈팅,442
유효슈팅,154
블락된 슈팅,92
벗어난 슈팅,196
PA내 슈팅,253
PA외 슈팅,189
오프사이드,41
프리킥 유효슈팅,3
프리킥 크로스,10
코너킥,158
스로인,674
드리블,45
패스,"13,341"
키패스,267
수비진영 패스,"3,309"
롱패스,999
단거리패스,"7,510"
전방패스,"4,785"
중거리패스,"4,832"
횡패스,"5,267"
후방패스,"3,289"
크로스,150
공격진영 패스,"2,801"
중앙지역 패스,"7,231"
태클,244
경합(공중),496
경합(지상),254
인터셉트,390
클리어링,833
차단,679
획득,"2,518"
블락,583
볼미스,236
파울,338
피파울,310
경고,48
퇴장,1
실점,37
캐칭,47
펀칭,29
골킥,136
공중 클리어링,60
