label,data
득점,62
도움,41
슈팅,434
유효슈팅,167
블락된 슈팅,86
벗어난 슈팅,181
PA내 슈팅,258
PA외 슈팅,176
오프사이드,39
프리킥 유효슈팅,5
프리킥 크로스,4
코너킥,164
스로인,682
드리블,40
패스,"15,778"
키패스,254
수비진영 패스,"4,690"
롱패스,"1,086"
단거리패스,"8,212"
전방패스,"5,113"
중거리패스,"6,480"
횡패스,"6,354"
후방패스,"4,311"
크로스,133
공격진영 패스,"2,307"
중앙지역 패스,"8,781"
태클,282
경합(공중),568
경합(지상),275
인터셉트,414
클리어링,920
차단,665
획득,"2,537"
블락,656
볼미스,240
파울,433
피파울,389
경고,67
퇴장,0
실점,56
캐칭,35
펀칭,48
골킥,183
공중 클리어링,35
