label,data
득점,49
도움,35
슈팅,414
유효슈팅,123
블락된 슈팅,83
벗어난 슈팅,208
PA내 슈팅,262
PA외 슈팅,152
오프사이드,59
프리킥 유효슈팅,2
프리킥 크로스,16
코너킥,165
스로인,692
드리블,31
패스,"15,940"
키패스,245
수비진영 패스,"4,292"
롱패스,"1,166"
단거리패스,"8,804"
전방패스,"5,332"
중거리패스,"5,970"
횡패스,"6,655"
후방패스,"3,953"
크로스,185
공격진영 패스,"2,794"
중앙지역 패스,"8,854"
태클,282
경합(공중),631
경합(지상),298
인터셉트,405
클리어링,951
차단,694
획득,"2,741"
블락,604
볼미스,253
파울,388
피파울,339
경고,67
퇴장,5
실점,59
캐칭,52
펀칭,66
골킥,236
공중 클리어링,41
