label,data
득점,42
도움,24
슈팅,432
유효슈팅,145
블락된 슈팅,84
벗어난 슈팅,203
PA내 슈팅,251
PA외 슈팅,181
오프사이드,58
프리킥 유효슈팅,4
프리킥 크로스,12
코너킥,180
스로인,635
드리블,41
패스,"17,079"
키패스,233
수비진영 패스,"4,244"
롱패스,"1,218"
단거리패스,"8,640"
전방패스,"5,659"
중거리패스,"7,221"
횡패스,"6,915"
후방패스,"4,505"
크로스,174
공격진영 패스,"2,905"
중앙지역 패스,"9,930"
태클,250
경합(공중),564
경합(지상),259
인터셉트,381
클리어링,898
차단,583
획득,"2,689"
블락,644
볼미스,281
파울,421
피파울,451
경고,61
퇴장,2
실점,49
캐칭,45
펀칭,58
골킥,200
공중 클리어링,42
