label,data
득점,45
도움,24
슈팅,467
유효슈팅,158
블락된 슈팅,92
벗어난 슈팅,217
PA내 슈팅,262
PA외 슈팅,205
오프사이드,41
프리킥 유효슈팅,3
프리킥 크로스,13
코너킥,153
스로인,733
드리블,47
패스,"13,192"
키패스,244
수비진영 패스,"3,889"
롱패스,"1,194"
단거리패스,"7,334"
전방패스,"4,925"
중거리패스,"4,664"
횡패스,"5,015"
후방패스,"3,252"
크로스,175
공격진영 패스,"2,234"
중앙지역 패스,"7,069"
태클,326
경합(공중),658
경합(지상),352
인터셉트,422
클리어링,988
차단,713
획득,"2,925"
블락,680
볼미스,209
파울,370
피파울,367
경고,62
퇴장,1
실점,52
캐칭,53
펀칭,69
골킥,185
공중 클리어링,89
