label,data
득점,55
도움,31
슈팅,506
유효슈팅,172
블락된 슈팅,105
벗어난 슈팅,229
PA내 슈팅,287
PA외 슈팅,219
오프사이드,47
프리킥 유효슈팅,3
프리킥 크로스,10
코너킥,177
스로인,769
드리블,50
패스,"15,270"
키패스,307
수비진영 패스,"3,759"
롱패스,"1,152"
단거리패스,"8,546"
전방패스,"5,528"
중거리패스,"5,572"
횡패스,"5,987"
후방패스,"3,755"
크로스,173
공격진영 패스,"3,203"
중앙지역 패스,"8,308"
태클,271
경합(공중),564
경합(지상),295
인터셉트,457
클리어링,931
차단,784
획득,"2,950"
블락,676
볼미스,271
파울,390
피파울,358
경고,58
퇴장,1
실점,41
캐칭,59
펀칭,40
골킥,156
공중 클리어링,70
