label,data
득점,53
도움,31
슈팅,428
유효슈팅,154
블락된 슈팅,74
벗어난 슈팅,200
PA내 슈팅,257
PA외 슈팅,171
오프사이드,50
프리킥 유효슈팅,3
프리킥 크로스,10
코너킥,174
스로인,688
드리블,35
패스,"17,446"
키패스,253
수비진영 패스,"5,145"
롱패스,"1,284"
단거리패스,"9,599"
전방패스,"5,907"
중거리패스,"6,563"
횡패스,"6,994"
후방패스,"4,545"
크로스,151
공격진영 패스,"2,625"
중앙지역 패스,"9,676"
태클,298
경합(공중),604
경합(지상),297
인터셉트,418
클리어링,783
차단,654
획득,"2,641"
블락,625
볼미스,241
파울,344
피파울,365
경고,56
퇴장,3
실점,50
캐칭,50
펀칭,52
골킥,237
공중 클리어링,51
