label,data
득점,43
도움,27
슈팅,342
유효슈팅,129
블락된 슈팅,70
벗어난 슈팅,143
PA내 슈팅,195
PA외 슈팅,147
오프사이드,47
프리킥 유효슈팅,8
프리킥 크로스,12
코너킥,125
스로인,746
드리블,41
패스,"13,923"
키패스,189
수비진영 패스,"4,144"
롱패스,"1,121"
단거리패스,"7,414"
전방패스,"4,634"
중거리패스,"5,388"
횡패스,"5,602"
후방패스,"3,687"
크로스,122
공격진영 패스,"2,321"
중앙지역 패스,"7,458"
태클,277
경합(공중),719
경합(지상),305
인터셉트,435
클리어링,"1,025"
차단,750
획득,"2,778"
블락,695
볼미스,267
파울,430
피파울,363
경고,73
퇴장,2
실점,47
캐칭,62
펀칭,63
골킥,222
공중 클리어링,61
