label,data
득점,55
도움,44
슈팅,413
유효슈팅,166
블락된 슈팅,77
벗어난 슈팅,170
PA내 슈팅,267
PA외 슈팅,146
오프사이드,51
프리킥 유효슈팅,2
프리킥 크로스,12
코너킥,170
스로인,739
드리블,41
패스,"16,917"
키패스,260
수비진영 패스,"4,375"
롱패스,"1,166"
단거리패스,"9,039"
전방패스,"5,563"
중거리패스,"6,712"
횡패스,"7,185"
후방패스,"4,169"
크로스,177
공격진영 패스,"2,874"
중앙지역 패스,"9,668"
태클,297
경합(공중),607
경합(지상),312
인터셉트,373
클리어링,959
차단,642
획득,"2,739"
블락,610
볼미스,242
파울,385
피파울,381
경고,77
퇴장,1
실점,42
캐칭,46
펀칭,47
골킥,186
공중 클리어링,59
