label,data
득점,46
도움,33
슈팅,407
유효슈팅,139
블락된 슈팅,87
벗어난 슈팅,181
PA내 슈팅,213
PA외 슈팅,194
오프사이드,39
프리킥 유효슈팅,7
프리킥 크로스,7
코너킥,134
스로인,574
드리블,34
패스,"13,492"
키패스,218
수비진영 패스,"3,189"
롱패스,"1,104"
단거리패스,"7,251"
전방패스,"4,688"
중거리패스,"5,137"
횡패스,"5,368"
후방패스,"3,436"
크로스,133
공격진영 패스,"2,515"
중앙지역 패스,"7,788"
태클,212
경합(공중),471
경합(지상),189
인터셉트,338
클리어링,815
차단,539
획득,"2,237"
블락,524
볼미스,188
파울,303
피파울,285
경고,41
퇴장,1
실점,48
캐칭,38
펀칭,40
골킥,141
공중 클리어링,33
