label,data
득점,36
도움,23
슈팅,293
유효슈팅,109
블락된 슈팅,61
벗어난 슈팅,123
PA내 슈팅,161
PA외 슈팅,132
오프사이드,38
프리킥 유효슈팅,6
프리킥 크로스,11
코너킥,110
스로인,651
드리블,36
패스,"12,557"
키패스,165
수비진영 패스,"3,624"
롱패스,992
단거리패스,"6,664"
전방패스,"4,119"
중거리패스,"4,901"
횡패스,"5,100"
후방패스,"3,338"
크로스,108
공격진영 패스,"2,061"
중앙지역 패스,"6,872"
태클,238
경합(공중),618
경합(지상),275
인터셉트,373
클리어링,869
차단,638
획득,"2,407"
블락,585
볼미스,226
파울,355
피파울,311
경고,64
퇴장,2
실점,45
캐칭,55
펀칭,54
골킥,183
공중 클리어링,49
