label,data
득점,45
도움,32
슈팅,351
유효슈팅,106
블락된 슈팅,75
벗어난 슈팅,170
PA내 슈팅,222
PA외 슈팅,129
오프사이드,57
프리킥 유효슈팅,2
프리킥 크로스,12
코너킥,132
스로인,586
드리블,23
패스,"13,593"
키패스,204
수비진영 패스,"3,701"
롱패스,996
단거리패스,"7,522"
전방패스,"4,616"
중거리패스,"5,075"
횡패스,"5,629"
후방패스,"3,348"
크로스,157
공격진영 패스,"2,366"
중앙지역 패스,"7,526"
태클,255
경합(공중),527
경합(지상),248
인터셉트,340
클리어링,824
차단,586
획득,"2,340"
블락,522
볼미스,226
파울,336
피파울,305
경고,61
퇴장,5
실점,54
캐칭,48
펀칭,65
골킥,216
공중 클리어링,36
