label,data
득점,35
도움,23
슈팅,280
유효슈팅,102
블락된 슈팅,59
벗어난 슈팅,119
PA내 슈팅,156
PA외 슈팅,124
오프사이드,36
프리킥 유효슈팅,6
프리킥 크로스,11
코너킥,102
스로인,600
드리블,34
패스,"11,821"
키패스,156
수비진영 패스,"3,411"
롱패스,931
단거리패스,"6,214"
전방패스,"3,857"
중거리패스,"4,676"
횡패스,"4,818"
후방패스,"3,146"
크로스,101
공격진영 패스,"1,921"
중앙지역 패스,"6,489"
태클,229
경합(공중),581
경합(지상),262
인터셉트,352
클리어링,813
차단,594
획득,"2,239"
블락,554
볼미스,215
파울,335
피파울,297
경고,61
퇴장,2
실점,42
캐칭,48
펀칭,50
골킥,170
공중 클리어링,46
